Date,exchTo1USD
Jan-21-2005,77.3
Jan-20-2005,77.55
Jan-19-2005,77.88
Jan-18-2005,77.95
Jan-14-2005,77.65
Jan-13-2005,77.7
Jan-12-2005,78
Jan-11-2005,78.05
Jan-10-2005,77.95
Jan-07-2005,78.45
Jan-06-2005,78.55
Jan-05-2005,78.5
Jan-04-2005,78.55
Jan-03-2005,78.4
Dec-30-2004,77.35
Dec-29-2004,76.45
Dec-28-2004,76.45
Dec-27-2004,78
Dec-23-2004,78.5
Dec-22-2004,78.85
Dec-21-2004,79
Dec-20-2004,79.4
Dec-17-2004,79.5
Dec-16-2004,79.95
Dec-15-2004,79.8
Dec-14-2004,80.25
Dec-13-2004,81.05
Dec-10-2004,81.05
Dec-09-2004,81.05
Dec-08-2004,81.15
Dec-07-2004,81.2
Dec-06-2004,81.22
Dec-03-2004,81.1
Dec-02-2004,81.15
Dec-01-2004,81.12
Nov-30-2004,81.15
Nov-29-2004,81.15
Nov-26-2004,81.15
Nov-24-2004,81.2
Nov-23-2004,81.1
Nov-22-2004,81.2
Nov-19-2004,81.25
Nov-18-2004,81.2
Nov-17-2004,81.15
Nov-16-2004,81.1
Nov-15-2004,80.85
Nov-12-2004,81.05
Nov-10-2004,81
Nov-09-2004,81.05
Nov-08-2004,81.05
Nov-05-2004,80.7
Nov-04-2004,80.9
Nov-03-2004,81.05
Nov-02-2004,81.1
